guid,source_id,doc_id,scale,raw_text,text,text_lemmatized,lexical,structural,other,label,big_5_mapped_label
itrytoavoidspeakinginpublic,IPIP,Q2409,IPIP,I try to avoid speaking in public.,i try to avoid speaking in public,i try to avoid speak in public,0,0,0,other_item,extraversion
itrytobewithsomeoneelsewheniamfeelingbadly,IPIP,Q2245,IPIP,I try to be with someone else when I am feeling badly.,i try to be with someone else when i am feeling badly,i try to be with someone else when i be feel badly,0,0,0,other_item,agreeableness
itrytocheatothers,IPIP,Q1872,IPIP,I try to cheat others.,i try to cheat others,i try to cheat other,0,0,0,other_item,agreeableness
itrytodotoodifficultthings,IPIP,Q4374,6FPQ,I try to do too difficult things.,i try to do too difficult things,i try to do too difficult thing,0,0,1,big5_item,openness
itrytoexaminemyselfobjectively,IPIP,Q6512,HPI,I try to examine myself objectively.,i try to examine myself objectively,i try to examine myself objectively,0,0,1,big5_item,openness
itrytofitinwithothers,IPIP,Q1475,IPIP,I try to fit in with others.,i try to fit in with others,i try to fit in with other,0,0,0,other_item,openness
itrytofollowtherules,IPIP,Q5643,7FACTOR,I try to follow the rules.,i try to follow the rules,i try to follow the rule,1,1,1,big5_item,conscientiousness
itrytofoolothers,IPIP,Q327,TCI,I try to fool others.,i try to fool others,i try to fool other,0,0,1,other_item,agreeableness
itrytoforgiveandforget,IPIP,Q4375,6FPQ,I try to forgive and forget.,i try to forgive and forget,i try to forgive and forget,0,0,1,big5_item,agreeableness
itrytogetridofmyprejudices,IPIP,Q2057,IPIP,I try to get rid of my prejudices.,i try to get rid of my prejudices,i try to get rid of my prejudice,0,0,0,other_item,agreeableness
itrytohavefuninallkindsofsituations,IPIP,Q2480,VIA,I try to have fun in all kinds of situations.,i try to have fun in all kinds of situations,i try to have fun in all kind of situation,0,0,1,other_item,extraversion
itrytohavegoodreasonsformyimportantdecisions,IPIP,Q2642,VIA,I try to have good reasons for my important decisions.,i try to have good reasons for my important decisions,i try to have good reason for my important decision,0,0,1,other_item,conscientiousness
itrytoidentifythereasonsformyactions,IPIP,Q2703,VIA,I try to identify the reasons for my actions.,i try to identify the reasons for my actions,i try to identify the reason for my action,0,0,1,other_item,openness
itrytoimpressothers,IPIP,Q6515,7FACTOR,I try to impress others.,i try to impress others,i try to impress other,1,1,1,big5_item,neuroticism
itrytokeepmylifesimplewithveryfewpossessions,IPIP,Q1955,IPIP,I try to keep my life simple with very few possessions.,i try to keep my life simple with very few possessions,i try to keep my life simple with very few possession,0,0,0,other_item,extraversion
itrytoleadothers,IPIP,Q3136,AB5C,I try to lead others.,i try to lead others,i try to lead other,1,1,1,big5_item,extraversion
itrytomaintainapleasantatmosphere,IPIP,Q330,TCI,I try to maintain a pleasant atmosphere.,i try to maintain a pleasant atmosphere,i try to maintain a pleasant atmosphere,0,0,1,other_item,agreeableness
itrytomakemygroupmembershappy,IPIP,Q2622,VIA,I try to make my group members happy.,i try to make my group members happy,i try to make my group member happy,0,0,1,other_item,extraversion
itrytomakesureeveryoneinagroupfeelsincluded,IPIP,Q2698,VIA,I try to make sure everyone in a group feels included.,i try to make sure everyone in a group feels included,i try to make sure everyone in a group feel include,0,0,1,other_item,agreeableness
itrytomeetpeopleifindattractive,IPIP,Q2407,IPIP,I try to meet people I find attractive.,i try to meet people i find attractive,i try to meet people i find attractive,0,0,0,other_item,extraversion
itrytooutdoothers,IPIP,Q3609,AB5C,I try to outdo others.,i try to outdo others,i try to outdo other,1,1,1,big5_item,agreeableness
itrytopleaseeveryone,IPIP,Q332,TCI,I try to please everyone.,i try to please everyone,i try to please everyone,0,0,1,other_item,agreeableness
itrytopreventquarrels,IPIP,Q1706,IPIP,I try to prevent quarrels.,i try to prevent quarrels,i try to prevent quarrel,0,0,0,other_item,agreeableness
itrytorespondwithunderstandingwhensomeonetreatsmebadly,IPIP,Q2616,VIA,I try to respond with understanding when someone treats me badly.,i try to respond with understanding when someone treats me badly,i try to respond with understanding when someone treat me badly,0,0,1,other_item,agreeableness
itrytostayintouchwithmyself,IPIP,Q3610,AB5C,I try to stay in touch with myself.,i try to stay in touch with myself,i try to stay in touch with myself,1,1,1,big5_item,openness
itrytostayinsidewhentheweatherisbad,IPIP,Q2354,BSSS,I try to stay inside when the weather is bad.,i try to stay inside when the weather is bad,i try to stay inside when the weather be bad,0,0,0,other_item,openness
itrytosurpassothersaccomplishments,IPIP,Q6517,BIS-BAS,I try to surpass others accomplishments.,i try to surpass others accomplishments,i try to surpass other accomplishment,0,0,1,other_item,conscientiousness
itrytoteasemyfriendsoutoftheirgloomymoods,IPIP,Q2712,VIA,I try to tease my friends out of their gloomy moods.,i try to tease my friends out of their gloomy moods,i try to tease my friend out of their gloomy mood,0,0,1,other_item,extraversion
itrytounderstandmyself,IPIP,Q389,AB5C,I try to understand myself.,i try to understand myself,i try to understand myself,1,1,1,big5_item,openness
iturnmybackonothers,IPIP,Q3612,AB5C,I turn my back on others.,i turn my back on others,i turn my back on other,1,1,1,big5_item,agreeableness
iturnpeopleagainsteachother,IPIP,Q1822,IPIP,I turn people against each other.,i turn people against each other,i turn people against each other,0,0,0,other_item,agreeableness
iturnplansintoactions,IPIP,Q3613,AB5C,I turn plans into actions.,i turn plans into actions,i turn plan into action,1,1,1,big5_item,conscientiousness
iturnredwithanger,IPIP,Q1893,IPIP,I turn red with anger.,i turn red with anger,i turn red with anger,0,0,0,other_item,neuroticism
iturnuglywhenidrinktoomuch,IPIP,Q1592,IPIP,I turn ugly when I drink too much.,i turn ugly when i drink too much,i turn ugly when i drink too much,0,0,0,other_item,neuroticism
iunderestimatemyself,IPIP,Q1668,IPIP,I underestimate myself.,i underestimate myself,i underestimate myself,0,0,0,other_item,neuroticism
iunderstandpeoplewhothinkdifferently,IPIP,Q3139,CPI,I understand people who think differently.,i understand people who think differently,i understand people who think differently,0,0,1,other_item,openness
iunderstandthereasonswhenifeelveryexcitedorhappy,IPIP,Q2376,HPS,I understand the reasons when I feel very excited or happy.,i understand the reasons when i feel very excited or happy,i understand the reason when i feel very excited or happy,0,0,0,other_item,neuroticism
iunderstandthingsquickly,IPIP,Q1707,IPIP,I understand things quickly.,i understand things quickly,i understand thing quickly,0,0,0,other_item,openness
iundertakefewthingsonmyown,IPIP,Q3874,HPI,I undertake few things on my own.,i undertake few things on my own,i undertake few thing on my own,0,0,1,big5_item,conscientiousness
iurgeotherstobehavethemselves,IPIP,Q1778,IPIP,I urge others to behave themselves.,i urge others to behave themselves,i urge other to behave themselves,0,0,0,other_item,openness
iusealotofmedications,IPIP,Q2215,IPIP,I use a lot of medications.,i use a lot of medications,i use a lot of medication,0,0,0,other_item,neuroticism
iusedifficultwords,IPIP,Q3614,AB5C,I use difficult words.,i use difficult words,i use difficult word,1,1,1,big5_item,openness
iuseflatterytogetahead,IPIP,Q875,NEO-PI-R,I use flattery to get ahead.,i use flattery to get ahead,i use flattery to get ahead,0,1,1,big5_item,agreeableness
iuselaughtertobrightenthedaysofothers,IPIP,Q2442,VIA,I use laughter to brighten the days of others.,i use laughter to brighten the days of others,i use laughter to brighten the day of other,0,0,1,other_item,extraversion
iusemagictowardoffbadthoughtsaboutme,IPIP,Q2497,CAT-PD,I use magic to ward off bad thoughts about me.,i use magic to ward off bad thoughts about me,i use magic to ward off bad thought about me,0,0,0,other_item,openness
iusemybrain,IPIP,Q5644,7FACTOR,I use my brain.,i use my brain,i use my brain,1,1,1,big5_item,openness
iusemycharmtogetattention,IPIP,Q2481,IPIP,I use my charm to get attention.,i use my charm to get attention,i use my charm to get attention,0,0,0,other_item,extraversion
iusemylookstogetwhatiwant,IPIP,Q5681,CAT-PD,I use my looks to get what I want.,i use my looks to get what i want,i use my look to get what i want,0,0,0,other_item,agreeableness
iuseothersformyownends,IPIP,Q356,NEO-PI-R,I use others for my own ends.,i use others for my own ends,i use other for my own end,0,1,1,big5_item,agreeableness
iuseswearwords,IPIP,Q1573,HPI,I use swear words.,i use swear words,i use swear word,0,0,1,big5_item,conscientiousness
iusuallybelievethatmyfriendswillabandonme,IPIP,Q5733,CAT-PD,I usually believe that my friends will abandon me.,i usually believe that my friends will abandon me,i usually believe that my friend will abandon me,0,0,0,other_item,neuroticism
iusuallyenduplaughingifthepeoplearoundmearelaughing,IPIP,Q1330,EI,I usually end up laughing if the people around me are laughing.,i usually end up laughing if the people around me are laughing,i usually end up laugh if the people around me be laugh,0,0,0,other_item,extraversion
iusuallyenjoybeingwithpeople,IPIP,Q1505,QB6,I usually enjoy being with people.,i usually enjoy being with people,i usually enjoy be with people,0,0,0,other_item,extraversion
iusuallyfeelneutralinsteadofhappywhennotfeelingunhappy,IPIP,Q1536,IPIP,I usually feel neutral instead of happy when not feeling unhappy.,i usually feel neutral instead of happy when not feeling unhappy,i usually feel neutral instead of happy when not feel unhappy,0,0,0,other_item,extraversion
iusuallyfindithardtogobackandforthbetweentwodifferenttasks,IPIP,Q1549,IPIP,I usually find it hard to go back and forth between two different tasks.,i usually find it hard to go back and forth between two different tasks,i usually find it hard to go back and forth between two different task,0,0,0,other_item,conscientiousness
iusuallygetrighttoworkonsomethingthatneedstobedoneassoonasithinkofit,IPIP,Q1514,IPIP,I usually get right to work on something that needs to be done as soon as I think of it.,i usually get right to work on something that needs to be done as soon as i think of it,i usually get right to work on something that need to be do as soon as i think of it,0,0,0,other_item,conscientiousness
iusuallyhavedreamsthatdonothaveanelaborateordetailedplot,IPIP,Q1504,IPIP,I usually have dreams that do not have an elaborate or detailed plot.,i usually have dreams that do not have an elaborate or detailed plot,i usually have dream that do not have an elaborate or detailed plot,0,0,0,other_item,openness
iusuallyliketospendmyfreetimewithpeople,IPIP,Q406,HEXACO,I usually like to spend my free time with people.,i usually like to spend my free time with people,i usually like to spend my free time with people,0,0,1,big5_item,extraversion
iusuallyliketotalkalot,IPIP,Q1519,IPIP,I usually like to talk a lot.,i usually like to talk a lot,i usually like to talk a lot,0,0,0,other_item,extraversion
iusuallynoticevisualdetailsintheenvironment,IPIP,Q1557,IPIP,I usually notice visual details in the environment.,i usually notice visual details in the environment,i usually notice visual detail in the environment,0,0,0,other_item,openness
iusuallynoticewhentheenvironmentisquiet,IPIP,Q1533,IPIP,I usually notice when the environment is quiet.,i usually notice when the environment is quiet,i usually notice when the environment be quiet,0,0,0,other_item,openness
iusuallytakecareofmyresponsibilitiesassoonaspossible,IPIP,Q1545,IPIP,I usually take care of my responsibilities as soon as possible.,i usually take care of my responsibilities as soon as possible,i usually take care of my responsibility as soon as possible,0,0,0,other_item,conscientiousness
iusuallytaketheinitiativeinmakingnewfriends,IPIP,Q1138,EPQ,I usually take the initiative in making new friends.,i usually take the initiative in making new friends,i usually take the initiative in make new friend,0,0,1,other_item,extraversion
iusuallyworkonimprovingthingsinsteadofgettingfrustratedwheneverythingseemstobegoingwrong,IPIP,Q1508,IPIP,I usually work on improving things instead of getting frustrated when everything seems to be going wrong.,i usually work on improving things instead of getting frustrated when everything seems to be going wrong,i usually work on improve thing instead of get frustrated when everything seem to be go wrong,0,0,0,other_item,neuroticism
ivaluecooperationovercompetition,IPIP,Q3616,AB5C,I value cooperation over competition.,i value cooperation over competition,i value cooperation over competition,1,1,1,big5_item,agreeableness
ivaluehavinglongtermcloserelationshipswithpeople,IPIP,Q1496,IPIP,I value having long term close relationships with people.,i value having long term close relationships with people,i value have long term close relationship with people,0,0,0,other_item,extraversion
iwaitformyturn,IPIP,Q3617,AB5C,I wait for my turn.,i wait for my turn,i wait for my turn,1,1,1,big5_item,extraversion
iwaitforotherstoleadtheway,IPIP,Q3143,AB5C,I wait for others to lead the way.,i wait for others to lead the way,i wait for other to lead the way,1,1,1,big5_item,extraversion
